province,date,variable,value
Araba/Álava,2012-05-01,avg_precipitation,62.08236420293687
Araba/Álava,2012-06-01,avg_precipitation,38.82451781095337
Araba/Álava,2012-07-01,avg_precipitation,20.56585673842644
Araba/Álava,2012-08-01,avg_precipitation,16.766614391331792
Araba/Álava,2012-09-01,avg_precipitation,41.70500417523778
Araba/Álava,2012-10-01,avg_precipitation,128.70891464184606
Araba/Álava,2012-11-01,avg_precipitation,96.39043565042057
Araba/Álava,2012-12-01,avg_precipitation,55.83032240982501
Araba/Álava,2013-01-01,avg_precipitation,165.6433532251166
Araba/Álava,2013-02-01,avg_precipitation,146.48064115358764
Araba/Álava,2013-03-01,avg_precipitation,142.30931383531225
Araba/Álava,2013-04-01,avg_precipitation,88.67624595205602
Araba/Álava,2013-05-01,avg_precipitation,101.19550296340046
Araba/Álava,2013-06-01,avg_precipitation,93.49174117599131
Araba/Álava,2013-07-01,avg_precipitation,37.77044338988574
Araba/Álava,2013-08-01,avg_precipitation,21.025092160736488
Araba/Álava,2013-09-01,avg_precipitation,44.973685818448416
Araba/Álava,2013-10-01,avg_precipitation,55.49703659952338
Araba/Álava,2013-11-01,avg_precipitation,127.71101244424524
Araba/Álava,2013-12-01,avg_precipitation,54.87682030183916
Araba/Álava,2014-01-01,avg_precipitation,125.72805963461582
Araba/Álava,2014-02-01,avg_precipitation,80.9418114421882
Araba/Álava,2014-03-01,avg_precipitation,82.85525163445283
Araba/Álava,2014-04-01,avg_precipitation,58.28617690788
Araba/Álava,2014-05-01,avg_precipitation,56.271105317827235
Araba/Álava,2014-06-01,avg_precipitation,43.45923542231003
Araba/Álava,2014-07-01,avg_precipitation,56.14478909957433
Araba/Álava,2014-08-01,avg_precipitation,24.09391229963954
Araba/Álava,2014-09-01,avg_precipitation,31.841605735351028
Araba/Álava,2014-10-01,avg_precipitation,47.087639259455365
Araba/Álava,2014-11-01,avg_precipitation,157.7565938206482
Araba/Álava,2014-12-01,avg_precipitation,82.69828306075479
Araba/Álava,2015-01-01,avg_precipitation,104.08364732479268
Araba/Álava,2015-02-01,avg_precipitation,138.97486710523629
Araba/Álava,2015-03-01,avg_precipitation,105.130287785902
Araba/Álava,2015-04-01,avg_precipitation,42.59634615776288
Araba/Álava,2015-05-01,avg_precipitation,21.552475610501233
Araba/Álava,2015-06-01,avg_precipitation,78.59791441780888
Araba/Álava,2015-07-01,avg_precipitation,41.61838326646164
Araba/Álava,2015-08-01,avg_precipitation,62.744455080551504
Araba/Álava,2015-09-01,avg_precipitation,33.77810138699361
Araba/Álava,2015-10-01,avg_precipitation,52.69528910975777
Araba/Álava,2015-11-01,avg_precipitation,78.47326829466996
Araba/Álava,2015-12-01,avg_precipitation,8.30923236725799
Araba/Álava,2016-01-01,avg_precipitation,131.09124422085983
Araba/Álava,2016-02-01,avg_precipitation,149.46438827674694
Araba/Álava,2016-03-01,avg_precipitation,118.72274384407012
Araba/Álava,2016-04-01,avg_precipitation,72.6734760382085
Araba/Álava,2016-05-01,avg_precipitation,49.413613311880106
Araba/Álava,2016-06-01,avg_precipitation,28.612497199535635
Araba/Álava,2016-07-01,avg_precipitation,38.29428297928675
Araba/Álava,2016-08-01,avg_precipitation,9.706022525917021
Araba/Álava,2016-09-01,avg_precipitation,32.20562536915211
Araba/Álava,2016-10-01,avg_precipitation,36.19894498869628
Araba/Álava,2016-11-01,avg_precipitation,154.4629422187825
Araba/Álava,2016-12-01,avg_precipitation,13.796961241573145
Araba/Álava,2017-01-01,avg_precipitation,59.33232856066314
Araba/Álava,2017-02-01,avg_precipitation,70.87079166581805
Araba/Álava,2017-03-01,avg_precipitation,71.62410639727895
Araba/Álava,2017-04-01,avg_precipitation,25.6662661153995
Araba/Álava,2017-05-01,avg_precipitation,63.27383449764763
Araba/Álava,2017-06-01,avg_precipitation,87.86732927350859
Araba/Álava,2017-07-01,avg_precipitation,38.789914254872826
Araba/Álava,2017-08-01,avg_precipitation,48.04684413124504
Araba/Álava,2017-09-01,avg_precipitation,40.39367400558057
Araba/Álava,2017-10-01,avg_precipitation,23.815637793030408
Araba/Álava,2017-11-01,avg_precipitation,73.92460131570903
Araba/Álava,2017-12-01,avg_precipitation,101.75861015499294
Araba/Álava,2018-01-01,avg_precipitation,152.17246787103602
Araba/Álava,2018-02-01,avg_precipitation,116.20173526955739
Araba/Álava,2018-03-01,avg_precipitation,121.20780463960563
Araba/Álava,2018-04-01,avg_precipitation,135.01580480254188
Araba/Álava,2018-05-01,avg_precipitation,91.86899936862257
Araba/Álava,2018-06-01,avg_precipitation,74.37538442738139
Araba/Álava,2018-07-01,avg_precipitation,68.89429519949485
Araba/Álava,2018-08-01,avg_precipitation,26.265076681806143
Araba/Álava,2018-09-01,avg_precipitation,29.08930935456935
Araba/Álava,2018-10-01,avg_precipitation,75.59901423654246
Araba/Álava,2018-11-01,avg_precipitation,95.91089431556647
Araba/Álava,2018-12-01,avg_precipitation,36.23827369192854
Araba/Álava,2019-01-01,avg_precipitation,145.30234831666624
Araba/Álava,2019-02-01,avg_precipitation,33.728304038778816
Araba/Álava,2019-03-01,avg_precipitation,26.050795331880472
Araba/Álava,2019-04-01,avg_precipitation,88.5603372777449
Araba/Álava,2019-05-01,avg_precipitation,59.68152100857448
Araba/Álava,2019-06-01,avg_precipitation,53.81413063402514
Araba/Álava,2019-07-01,avg_precipitation,58.46057964520664
Araba/Álava,2019-08-01,avg_precipitation,44.18204036742096
Araba/Álava,2019-09-01,avg_precipitation,31.51520397564105
Araba/Álava,2019-10-01,avg_precipitation,113.82922259109151
Araba/Álava,2019-11-01,avg_precipitation,152.18586936597472
Araba/Álava,2019-12-01,avg_precipitation,87.34053646713785
Araba/Álava,2020-01-01,avg_precipitation,52.53357502189455
Araba/Álava,2020-02-01,avg_precipitation,27.887431515916827
Araba/Álava,2020-03-01,avg_precipitation,97.72983156479766
Araba/Álava,2020-04-01,avg_precipitation,98.89056803600886
Araba/Álava,2020-05-01,avg_precipitation,58.69665369966801
Araba/Álava,2020-06-01,avg_precipitation,70.32086193201488
Araba/Álava,2020-07-01,avg_precipitation,11.029450701643619
Araba/Álava,2020-08-01,avg_precipitation,41.273386423348725
Araba/Álava,2020-09-01,avg_precipitation,60.44385832705351
Araba/Álava,2020-10-01,avg_precipitation,125.21876209291426
Araba/Álava,2020-11-01,avg_precipitation,33.896576305016396
Araba/Álava,2020-12-01,avg_precipitation,142.94574227581003
Araba/Álava,2021-01-01,avg_precipitation,86.34505794415367
Araba/Álava,2021-02-01,avg_precipitation,95.84783804150787
Araba/Álava,2021-03-01,avg_precipitation,41.82278661479868
Araba/Álava,2021-04-01,avg_precipitation,59.925110491048706
Araba/Álava,2021-05-01,avg_precipitation,62.499236236990576
Araba/Álava,2021-06-01,avg_precipitation,117.51550948084476
Araba/Álava,2021-07-01,avg_precipitation,24.335628016863883
Araba/Álava,2021-08-01,avg_precipitation,21.923053422676617
Araba/Álava,2021-09-01,avg_precipitation,76.52385995641454
Araba/Álava,2021-10-01,avg_precipitation,69.93926556549008
Araba/Álava,2021-11-01,avg_precipitation,176.92755453267876
Araba/Álava,2021-12-01,avg_precipitation,142.8633373388459
Araba/Álava,2022-01-01,avg_precipitation,52.986517037006855
Araba/Álava,2022-02-01,avg_precipitation,20.75282592313489
Araba/Álava,2022-03-01,avg_precipitation,89.68785514979943
Araba/Álava,2022-04-01,avg_precipitation,91.15576691989654
Araba/Álava,2022-05-01,avg_precipitation,30.567547200553985
Araba/Álava,2022-06-01,avg_precipitation,47.882543432656476
Araba/Álava,2022-07-01,avg_precipitation,14.101916535978315
Araba/Álava,2022-08-01,avg_precipitation,31.60388195278923
Araba/Álava,2022-09-01,avg_precipitation,46.57166133729812
Araba/Álava,2022-10-01,avg_precipitation,32.27640074135931
Araba/Álava,2022-11-01,avg_precipitation,114.16047170003453
Araba/Álava,2022-12-01,avg_precipitation,75.68852726124767
Araba/Álava,2023-01-01,avg_precipitation,135.6581396769791
Araba/Álava,2023-02-01,avg_precipitation,43.72520825271389
Araba/Álava,2023-03-01,avg_precipitation,31.02321839548667
Araba/Álava,2023-04-01,avg_precipitation,47.34367298722989
Araba/Álava,2023-05-01,avg_precipitation,64.06670196949021
Araba/Álava,2023-06-01,avg_precipitation,101.95509073504546
Araba/Álava,2023-07-01,avg_precipitation,18.291859304670158
Araba/Álava,2023-08-01,avg_precipitation,31.812684576060622
Araba/Álava,2023-09-01,avg_precipitation,104.35369355791359
Araba/Álava,2023-10-01,avg_precipitation,123.84720666408676
Araba/Álava,2023-11-01,avg_precipitation,133.4983197213792
Araba/Álava,2023-12-01,avg_precipitation,71.78419112405547
Albacete,2000-01-01,avg_precipitation,21.39671372855944
Albacete,2000-02-01,avg_precipitation,0.33250964028650454
Albacete,2000-03-01,avg_precipitation,23.58318786796875
Albacete,2000-04-01,avg_precipitation,59.023141084548726
Albacete,2000-05-01,avg_precipitation,46.845095875232445
Albacete,2000-06-01,avg_precipitation,9.022472749976917
Albacete,2000-07-01,avg_precipitation,1.2107848094586928
Albacete,2000-08-01,avg_precipitation,1.7013247974110832
Albacete,2000-09-01,avg_precipitation,8.688921035390951
Albacete,2000-10-01,avg_precipitation,79.40781599693979
Albacete,2000-11-01,avg_precipitation,27.48999037070585
Albacete,2000-12-01,avg_precipitation,55.683741442459485
Albacete,2001-01-01,avg_precipitation,45.567354494330154
Albacete,2001-02-01,avg_precipitation,28.941146985239467
Albacete,2001-03-01,avg_precipitation,34.30218835602885
Albacete,2001-04-01,avg_precipitation,33.33593045802904
Albacete,2001-05-01,avg_precipitation,45.071234792090735
Albacete,2001-06-01,avg_precipitation,5.787254156205619
Albacete,2001-07-01,avg_precipitation,1.0442639745681108
Albacete,2001-08-01,avg_precipitation,1.252735994653323
Albacete,2001-09-01,avg_precipitation,49.808513351302125
Albacete,2001-10-01,avg_precipitation,52.25951607300676
Albacete,2001-11-01,avg_precipitation,39.13632266489618
Albacete,2001-12-01,avg_precipitation,45.53830392514653
Albacete,2002-01-01,avg_precipitation,26.128175138833324
Albacete,2002-02-01,avg_precipitation,3.009352287067286
Albacete,2002-03-01,avg_precipitation,46.03344311021806
Albacete,2002-04-01,avg_precipitation,72.69084689422279
Albacete,2002-05-01,avg_precipitation,68.93407231204186
Albacete,2002-06-01,avg_precipitation,37.1997924645277
Albacete,2002-07-01,avg_precipitation,3.527395122037013
Albacete,2002-08-01,avg_precipitation,30.77788867832443
Albacete,2002-09-01,avg_precipitation,25.567662279988195
Albacete,2002-10-01,avg_precipitation,34.38888717896856
Albacete,2002-11-01,avg_precipitation,43.75061447208162
Albacete,2002-12-01,avg_precipitation,41.015776213444944
Albacete,2003-01-01,avg_precipitation,34.75131358521924
Albacete,2003-02-01,avg_precipitation,57.69814141431906
Albacete,2003-03-01,avg_precipitation,27.369822055920253
Albacete,2003-04-01,avg_precipitation,42.56910887258111
Albacete,2003-05-01,avg_precipitation,47.41201067576539
Albacete,2003-06-01,avg_precipitation,11.205328209434965
Albacete,2003-07-01,avg_precipitation,2.2992072320835772
Albacete,2003-08-01,avg_precipitation,10.297527601778125
Albacete,2003-09-01,avg_precipitation,25.298569676077573
Albacete,2003-10-01,avg_precipitation,84.92906859662934
Albacete,2003-11-01,avg_precipitation,41.39941344847446
Albacete,2003-12-01,avg_precipitation,33.90873275850697
Albacete,2004-01-01,avg_precipitation,7.5401286544050725
Albacete,2004-02-01,avg_precipitation,52.49844128548878
Albacete,2004-03-01,avg_precipitation,74.4401730634786
Albacete,2004-04-01,avg_precipitation,88.1515624519085
Albacete,2004-05-01,avg_precipitation,83.8112350559071
Albacete,2004-06-01,avg_precipitation,27.240631224415342
Albacete,2004-07-01,avg_precipitation,8.074906235297739
Albacete,2004-08-01,avg_precipitation,4.276382727068868
Albacete,2004-09-01,avg_precipitation,14.148757205482104
Albacete,2004-10-01,avg_precipitation,37.64608606566386
Albacete,2004-11-01,avg_precipitation,21.564804270306176
Albacete,2004-12-01,avg_precipitation,44.2769587259433
Albacete,2005-01-01,avg_precipitation,1.6464993778332775
Albacete,2005-02-01,avg_precipitation,38.12820591739915
Albacete,2005-03-01,avg_precipitation,14.311492276778447
Albacete,2005-04-01,avg_precipitation,24.086980226969946
Albacete,2005-05-01,avg_precipitation,7.862063658867965
Albacete,2005-06-01,avg_precipitation,17.238133763647
Albacete,2005-07-01,avg_precipitation,4.689989491318247
Albacete,2005-08-01,avg_precipitation,8.797243999278898
Albacete,2005-09-01,avg_precipitation,37.73271893453401
Albacete,2005-10-01,avg_precipitation,43.091676156724446
Albacete,2005-11-01,avg_precipitation,40.8807726299405
Albacete,2005-12-01,avg_precipitation,16.572089996526408
Albacete,2006-01-01,avg_precipitation,73.23342464307856
Albacete,2006-02-01,avg_precipitation,24.870281535938375
Albacete,2006-03-01,avg_precipitation,19.881775131798232
Albacete,2006-04-01,avg_precipitation,42.62015292550269
Albacete,2006-05-01,avg_precipitation,40.92967537406953
Albacete,2006-06-01,avg_precipitation,27.80154860155387
Albacete,2006-07-01,avg_precipitation,2.4949149412349247
Albacete,2006-08-01,avg_precipitation,5.235851752839324
Albacete,2006-09-01,avg_precipitation,29.05724373546261
Albacete,2006-10-01,avg_precipitation,49.31582326068128
Albacete,2006-11-01,avg_precipitation,74.32288034612691
Albacete,2006-12-01,avg_precipitation,14.952455909704485
Albacete,2007-01-01,avg_precipitation,51.62715724769273
Albacete,2007-02-01,avg_precipitation,26.66294832278802
Albacete,2007-03-01,avg_precipitation,49.47121104862572
Albacete,2007-04-01,avg_precipitation,92.63056487462129
Albacete,2007-05-01,avg_precipitation,39.59305459677878
Albacete,2007-06-01,avg_precipitation,14.065444024781142
Albacete,2007-07-01,avg_precipitation,3.4708417058360563
Albacete,2007-08-01,avg_precipitation,19.42200931271462
Albacete,2007-09-01,avg_precipitation,37.758150823766314
Albacete,2007-10-01,avg_precipitation,76.09788463314146
Albacete,2007-11-01,avg_precipitation,14.44787210186826
Albacete,2007-12-01,avg_precipitation,16.45184253685733
Albacete,2008-01-01,avg_precipitation,17.98888893774376
Albacete,2008-02-01,avg_precipitation,33.12092898505481
Albacete,2008-03-01,avg_precipitation,8.805523433480921
Albacete,2008-04-01,avg_precipitation,53.17769345427845
Albacete,2008-05-01,avg_precipitation,97.75738575655915
Albacete,2008-06-01,avg_precipitation,41.94310801957514
Albacete,2008-07-01,avg_precipitation,15.47099120172711
Albacete,2008-08-01,avg_precipitation,1.8034524756959258
Albacete,2008-09-01,avg_precipitation,32.76843086474579
Albacete,2008-10-01,avg_precipitation,94.06418210358308
Albacete,2008-11-01,avg_precipitation,34.17653266265371
Albacete,2008-12-01,avg_precipitation,37.38243247402508
Albacete,2009-01-01,avg_precipitation,46.560473286403344
Albacete,2009-02-01,avg_precipitation,27.700801561792368
Albacete,2009-03-01,avg_precipitation,75.8154165439188
Albacete,2009-04-01,avg_precipitation,39.47384041753321
Albacete,2009-05-01,avg_precipitation,12.046308550725279
Albacete,2009-06-01,avg_precipitation,8.503330680514091
Albacete,2009-07-01,avg_precipitation,4.3339914083832
Albacete,2009-08-01,avg_precipitation,8.054073543184524
Albacete,2009-09-01,avg_precipitation,68.15103921628976
Albacete,2009-10-01,avg_precipitation,23.411513821774516
Albacete,2009-11-01,avg_precipitation,7.437974594492394
Albacete,2009-12-01,avg_precipitation,146.40026205750303
Albacete,2010-01-01,avg_precipitation,96.31448659153763
Albacete,2010-02-01,avg_precipitation,78.03239224204269
Albacete,2010-03-01,avg_precipitation,56.606658722865376
Albacete,2010-04-01,avg_precipitation,47.840760494391716
Albacete,2010-05-01,avg_precipitation,43.30412740567467
Albacete,2010-06-01,avg_precipitation,62.22095492698887
Albacete,2010-07-01,avg_precipitation,0.8283743201234657
Albacete,2010-08-01,avg_precipitation,25.360254318892324
Albacete,2010-09-01,avg_precipitation,39.069264963879164
Albacete,2010-10-01,avg_precipitation,44.98768417673934
Albacete,2010-11-01,avg_precipitation,45.646684049228085
Albacete,2010-12-01,avg_precipitation,74.55526291490608
Albacete,2011-01-01,avg_precipitation,25.11147996535213
Albacete,2011-02-01,avg_precipitation,29.28639015789405
Albacete,2011-03-01,avg_precipitation,41.53527003794559
Albacete,2011-04-01,avg_precipitation,57.99502266621525
Albacete,2011-05-01,avg_precipitation,52.801324357717284
Albacete,2011-06-01,avg_precipitation,21.33287898307618
Albacete,2011-07-01,avg_precipitation,3.9026869687949315
Albacete,2011-08-01,avg_precipitation,4.168736891628669
Albacete,2011-09-01,avg_precipitation,16.210200016708367
Albacete,2011-10-01,avg_precipitation,20.456503291108064
Albacete,2011-11-01,avg_precipitation,72.9185599148753
Albacete,2011-12-01,avg_precipitation,9.462509508378366
Albacete,2012-01-01,avg_precipitation,21.102747646538962
Albacete,2012-02-01,avg_precipitation,5.72746899059495
Albacete,2012-03-01,avg_precipitation,31.016857860186164
Albacete,2012-04-01,avg_precipitation,48.91483131147471
Albacete,2012-05-01,avg_precipitation,15.067857943727992
Albacete,2012-06-01,avg_precipitation,7.934555975218859
Albacete,2012-07-01,avg_precipitation,2.9073125475418915
Albacete,2012-08-01,avg_precipitation,4.914774151281048
Albacete,2012-09-01,avg_precipitation,69.27521314156822
Albacete,2012-10-01,avg_precipitation,70.69056988713062
Albacete,2012-11-01,avg_precipitation,101.12998667727797
Albacete,2012-12-01,avg_precipitation,12.091091363974138
Albacete,2013-01-01,avg_precipitation,23.7728893598498
Albacete,2013-02-01,avg_precipitation,46.788850244689584
Albacete,2013-03-01,avg_precipitation,82.09173771385608
Albacete,2013-04-01,avg_precipitation,85.7361529430905
Albacete,2013-05-01,avg_precipitation,31.605124191513045
Albacete,2013-06-01,avg_precipitation,9.137193258614703
Albacete,2013-07-01,avg_precipitation,2.9464321046822977
Albacete,2013-08-01,avg_precipitation,30.471109919052378
Albacete,2013-09-01,avg_precipitation,28.821954790683744
Albacete,2013-10-01,avg_precipitation,30.53166454880821
Albacete,2013-11-01,avg_precipitation,11.267382195039383
Albacete,2013-12-01,avg_precipitation,44.46261503488968
Albacete,2014-01-01,avg_precipitation,31.50475528841715
Albacete,2014-02-01,avg_precipitation,33.12968328855784
Albacete,2014-03-01,avg_precipitation,14.842703940975506
Albacete,2014-04-01,avg_precipitation,20.25273599465333
Albacete,2014-05-01,avg_precipitation,7.507938671509162
Albacete,2014-06-01,avg_precipitation,34.12290760714237
Albacete,2014-07-01,avg_precipitation,7.886563397250154
Albacete,2014-08-01,avg_precipitation,1.6229977443708206
Albacete,2014-09-01,avg_precipitation,32.465020159960574
Albacete,2014-10-01,avg_precipitation,25.608747268402272
Albacete,2014-11-01,avg_precipitation,90.1765370595917
Albacete,2014-12-01,avg_precipitation,25.904331423596602
